SiteName,PrimaryUse,Borough,AreaHa,Access,,,,,,,,,
Lucas Gardens,Park,Southwark,1.7243,Free,,,,,,,,,
Middleton Green,Formal garden,Tower Hamlets,0.3386,Free,,,,,,,,,
East India Dock Basin,Nature reserve,Tower Hamlets,3.9671,Free,,,,,,,,,
Texaco Green,Formal garden,Tower Hamlets,0.1861,Free,,,,,,,,,
Mile End Park Extension (Regents Canal),Park,Tower Hamlets,0.9931,Free,,,,,,,,,
Stonebridge Wharf,Amenity green space,Tower Hamlets,0.1359,Free,,,,,,,,,
Christ Church Gardens,Cemetery/churchyard,Tower Hamlets,0.1767,Free,,,,,,,,,
Albert Gardens,Formal garden,Tower Hamlets,0.2766,Free,,,,,,,,,
Lockside (Regents Canal - Limehouse),Canal,Tower Hamlets,0.1007,Free,,,,,,,,,
Elf Green,Nature reserve,Tower Hamlets,0.0774,De facto,,,,,,,,,
Jolly's Green,Formal garden,Tower Hamlets,0.8297,Free,,,,,,,,,
Mallon Gardens,Formal garden,Tower Hamlets,0.0789,Free,,,,,,,,,
Jubilee Park (Tower Hamlets),Park,Tower Hamlets,1.1263,Free,,,,,,,,,
Beaumont Square Gardens,Park,Tower Hamlets,0.4032,Free,,,,,,,,,
St Dunstan's Churchyard,Cemetery/churchyard,Tower Hamlets,1.8464,Free,,,,,,,,,
Shadwell Walk,Canal,Tower Hamlets,0.9932,Free,,,,,,,,,
Stoneyard Lane Gardens,Formal garden,Tower Hamlets,0.1435,Free,,,,,,,,,
Globe Road Open Space,Formal garden,Tower Hamlets,0.0337,Free,,,,,,,,,
Ion Square Gardens,Park,Tower Hamlets,1.0406,Free,,,,,,,,,
Paradise Gardens,Formal garden,Tower Hamlets,0.1621,Free,,,,,,,,,
Jesus Green,Park,Tower Hamlets,0.3653,Free,,,,,,,,,
Barnardo Gardens,Community garden,Tower Hamlets,0.2935,Free,,,,,,,,,
Strafford Street Play Area,Play space,Tower Hamlets,0.1683,Free,,,,,,,,,
Waterside Gardens,Formal garden,Tower Hamlets,0.1362,Free,,,,,,,,,
Masthouse Terrace Playarea,Youth area,Tower Hamlets,0.3409,Free,,,,,,,,,
King Edward Memorial Park,Park,Tower Hamlets,3.3047,Free,,,,,,,,,
Robin Hood Gardens,Formal garden,Tower Hamlets,0.9172,Free,,,,,,,,,
Lincoln N Estate,Park,Tower Hamlets,0.5791,Free,,,,,,,,,
Stepping Stones City Farm,City farm,Tower Hamlets,1.3452,Free,,,,,,,,,
Whitehorse Road Park,Park,Tower Hamlets,1.2652,Free,,,,,,,,,
Carlton Square Grassland,Formal garden,Tower Hamlets,0.7924,Free,,,,,,,,,
Baxendale Street Gardens,Formal garden,Tower Hamlets,0.0299,Free,,,,,,,,,
Grove Hall Park,Park,Tower Hamlets,1.3013,Free,,,,,,,,,
Furze Green Open Space,Park,Tower Hamlets,0.8526,Free,,,,,,,,,
Prospect Park,Park,Tower Hamlets,0.4093,Free,,,,,,,,,
Bromley Gardens (aka Bob's Park),Park,Tower Hamlets,0.5182,Free,,,,,,,,,
Virginia Quay Park,Park,Tower Hamlets,0.2898,Free,,,,,,,,,
Aberfeldy Millennium Green,Formal garden,Tower Hamlets,0.3834,Free,,,,,,,,,
Canary Wharf Open Spaces East,Amenity green space,Tower Hamlets,0.4902,Free,,,,,,,,,
Cabot Square,Civic/market square,Tower Hamlets,0.4712,Free,,,,,,,,,
Bate Street Green,Formal garden,Tower Hamlets,0.0636,Free,,,,,,,,,
Pennyfields Open Space,Park,Tower Hamlets,0.6534,Free,,,,,,,,,
Trinity Gardens (Tower Hamlets),Formal garden,Tower Hamlets,0.4159,Free,,,,,,,,,
Tower Hamlets Cemetery Park,Cemetery/churchyard,Tower Hamlets,11.3771,Free,,,,,,,,,
Wellington Way Mound,Play space,Tower Hamlets,0.3307,Free,,,,,,,,,
Victoria Park (Tower Hamlets),Park,Tower Hamlets,87.1959,Free,,,,,,,,,
Bethnal Green Gardens,Park,Tower Hamlets,3.5186,Free,,,,,,,,,
St. Bartholemews Gardens,Park,Tower Hamlets,0.4091,Free,,,,,,,,,
Museum Gardens,Formal garden,Tower Hamlets,1.0556,Free,,,,,,,,,
Cephas Avenue Square,Civic/market square,Tower Hamlets,0.1047,Free,,,,,,,,,
Carefield Street Walk,Formal garden,Tower Hamlets,0.1957,Free,,,,,,,,,
Wapping Green,Formal garden,Tower Hamlets,0.2783,Free,,,,,,,,,
Gosling Gardens,Amenity green space,Tower Hamlets,0.294,Free,,,,,,,,,
Stepney Green Gardens,Formal garden,Tower Hamlets,0.511,Free,,,,,,,,,
Raines Mansions,Formal garden,Tower Hamlets,0.1651,Free,,,,,,,,,
Schoolhouse Lane Pitch,Recreation ground,Tower Hamlets,0.0724,Free,,,,,,,,,
Pallard Square,Park,Tower Hamlets,0.4689,Free,,,,,,,,,
Wakefield Gardens,Formal garden,Tower Hamlets,0.0932,Free,,,,,,,,,
Swedenborg Gardens,Park,Tower Hamlets,1.6076,Free,,,,,,,,,
Hermitage Basin,Formal garden,Tower Hamlets,0.3452,Free,,,,,,,,,
Regents Canal,Canal,Tower Hamlets,6.9299,Free,,,,,,,,,
Warner Green Open Space,Formal garden,Tower Hamlets,0.2984,Free,,,,,,,,,
Mercers Burial Ground,Cemetery/churchyard,Tower Hamlets,0.098,Free,,,,,,,,,
Chicksand Ghat,Play space,Tower Hamlets,0.2333,Free,,,,,,,,,
Ford Square Gardens,Park,Tower Hamlets,0.1684,Free,,,,,,,,,
Rectory Gardens,Formal garden,Tower Hamlets,0.2411,Free,,,,,,,,,
Millwall Outer Dock Crescent,Formal garden,Tower Hamlets,0.4522,Free,,,,,,,,,
Malmesbury Estate - Harley Grove,Amenity green space,Tower Hamlets,0.1381,Free,,,,,,,,,
Millwall Park,Park,Tower Hamlets,8.7619,Free,,,,,,,,,
Vallance Gardens,Formal garden,Tower Hamlets,0.5501,Free,,,,,,,,,
Belgrave Street Open Space,Formal garden,Tower Hamlets,0.6513,Free,,,,,,,,,
Trafalgar Gardens (Tower Hamlets),Recreation ground,Tower Hamlets,0.2534,Free,,,,,,,,,
Mile End Childrens Play Pavilion & Park,Play space,Tower Hamlets,1.7396,Restricted,,,,,,,,,
Poplar Recreation Ground,Park,Tower Hamlets,1.7858,Free,,,,,,,,,
Mudchute Park,Park,Tower Hamlets,8.653,Free,,,,,,,,,
St George's Gardens,Cemetery/churchyard,Tower Hamlets,1.517,Free,,,,,,,,,
Sir John McDougal Park,Park,Tower Hamlets,2.1788,Free,,,,,,,,,
Wapping Woods,Park,Tower Hamlets,1.6865,Free,,,,,,,,,
York Square Gardens,Formal garden,Tower Hamlets,0.0884,Free,,,,,,,,,
Ropemakers Fields,Park,Tower Hamlets,1.8226,Free,,,,,,,,,
Brickfield Gardens,Park,Tower Hamlets,0.8543,Free,,,,,,,,,
Limehouse Cut,Canal,Tower Hamlets,3.7505,Free,,,,,,,,,
Poplar Dockride Amenity Area,Formal garden,Tower Hamlets,0.2338,Free,,,,,,,,,
Selwyn Green,Park,Tower Hamlets,0.1913,Free,,,,,,,,,
Fairfoot Old Railway,Nature reserve,Tower Hamlets,0.7324,Free,,,,,,,,,
The Oval (Tower Hamlets),Civic/market square,Tower Hamlets,0.0661,Free,,,,,,,,,
Leven Road Green,Park,Tower Hamlets,0.5108,Free,,,,,,,,,
Wapping Gardens,Park,Tower Hamlets,1.2935,Free,,,,,,,,,
Stepney Green Park,Park,Tower Hamlets,4.6357,Free,,,,,,,,,
London Yard,Civic/market square,Tower Hamlets,0.4323,Free,,,,,,,,,
Boundary Gardens,Formal garden,Tower Hamlets,0.2544,Free,,,,,,,,,
Weavers Fields,Park,Tower Hamlets,6.283,Free,,,,,,,,,
St. Matthew's Church Gardens Bethnal Green,Formal garden,Tower Hamlets,0.8515,Free,,,,,,,,,
St. Leonard's Adventurous Playspace,Play space,Tower Hamlets,0.2455,Free,,,,,,,,,
Children's Play Area (Wapping Neighbourhood Park),Recreation ground,Tower Hamlets,0.079,Free,,,,,,,,,
Brathewaite Park,Park,Tower Hamlets,0.445,Free,,,,,,,,,
Altab Ali Park,Park,Tower Hamlets,0.4842,Free,,,,,,,,,
Cavell Street Gardens,Formal garden,Tower Hamlets,0.1116,Free,,,,,,,,,
Crossrail Place Roof Garden,Formal garden,Tower Hamlets,0.7664,Free,,,,,,,,,
Stepney Clocktower,Civic/market square,Tower Hamlets,0.0464,Free,,,,,,,,,
Spitalfields City Farm,City farm,Tower Hamlets,1.0098,Free,,,,,,,,,
Rope Walk Gardens,Park,Tower Hamlets,0.584,Free,,,,,,,,,
Kings Wharf,Formal garden,Tower Hamlets,0.1799,Free,,,,,,,,,
The Old Churchyard / Scandrett St,Cemetery/churchyard,Tower Hamlets,0.2615,Free,,,,,,,,,
All Saints Churchyard (Tower Hamlets),Cemetery/churchyard,Tower Hamlets,0.9437,Free,,,,,,,,,
Mudchute City Farm,City farm,Tower Hamlets,3.909,Free,,,,,,,,,
Westferry Circus,Formal garden,Tower Hamlets,0.3135,Free,,,,,,,,,
Wapping Rose Gardens,Park,Tower Hamlets,0.6134,Free,,,,,,,,,
Twelve Trees Crescent,Formal garden,Tower Hamlets,0.1554,Free,,,,,,,,,
Mansford Street Open Space,Play space,Tower Hamlets,0.2379,Free,,,,,,,,,
Mile End Park Stadium,Other recreational,Tower Hamlets,2.5958,Free,,,,,,,,,
Wapping Neighbourhood Park,Park,Tower Hamlets,0.1468,Free,,,,,,,,,
Limehouse Basin,Canal,Tower Hamlets,3.47,Free,,,,,,,,,
Island Gardens,Formal garden,Tower Hamlets,1.2444,Free,,,,,,,,,
Tower Bridge Piazza,Formal garden,Tower Hamlets,0.3011,Free,,,,,,,,,
Sidney Square Gardens,Formal garden,Tower Hamlets,0.1346,Free,,,,,,,,,
Langdon Park,Park,Tower Hamlets,1.7215,Free,,,,,,,,,
Ackroyd Drive Greenlink Local Nature Reserve,Nature reserve,Tower Hamlets,0.7043,Free,,,,,,,,,
Arbour Square Gardens,Formal garden,Tower Hamlets,0.2687,Free,,,,,,,,,
St. Mary-by-Bow Church,Cemetery/churchyard,Tower Hamlets,0.2786,Free,,,,,,,,,
Canada Square Gardens,Civic/market square,Tower Hamlets,0.4882,Free,,,,,,,,,
Meath Gardens,Park,Tower Hamlets,3.8599,Free,,,,,,,,,
Church Green,Formal garden,Tower Hamlets,0.1396,Free,,,,,,,,,
Bartlett Park,Park,Tower Hamlets,4.9478,Free,,,,,,,,,
Hertford Union Canal,Canal,Tower Hamlets,2.9468,Free,,,,,,,,,
Mile End Park,Park,Tower Hamlets,23.4833,Free,,,,,,,,,
St. James Gardens,Formal garden,Tower Hamlets,0.6315,Free,,,,,,,,,
Avis Square,Civic/market square,Tower Hamlets,0.2572,Free,,,,,,,,,
Bonner Hall Gate,Amenity green space,Tower Hamlets,0.1799,Free,,,,,,,,,
St. Paul's - Shadwell,Cemetery/churchyard,Tower Hamlets,0.3467,Free,,,,,,,,,
Canary Wharf Open Spaces West,Amenity green space,Tower Hamlets,0.0808,Free,,,,,,,,,
St John's Park,Park,Tower Hamlets,0.9532,Free,,,,,,,,,
Four Seasons Green,Park,Tower Hamlets,0.425,Free,,,,,,,,,
Tredegar Square Gardens,Formal garden,Tower Hamlets,0.5093,Free,,,,,,,,,
St. Anne's Church - Limehouse,Cemetery/churchyard,Tower Hamlets,0.9341,Free,,,,,,,,,
Shandy Park,Park,Tower Hamlets,1.4124,Free,,,,,,,,,
St. Matthias' Old Church,Cemetery/churchyard,Tower Hamlets,0.4091,Free,,,,,,,,,
Shackelwell Street Playground,Play space,Tower Hamlets,0.1713,Free,,,,,,,,,
Ravenscroft Park,Park,Tower Hamlets,1.0892,Free,,,,,,,,,
Trinity Square Gardens,Formal garden,Tower Hamlets,0.4743,Free,,,,,,,,,
Jubilee Gardens (Tower Hamlets),Formal garden,Tower Hamlets,0.2521,Free,,,,,,,,,
"Bishops Square, Spitalfields",Civic/market square,Tower Hamlets,1.233,Free,,,,,,,,,
Allen Gardens,Park,Tower Hamlets,1.2781,Free,,,,,,,,,
Tower Hill Terrace,Civic/market square,Tower Hamlets,0.1082,Free,,,,,,,,,
Hermitage Riverside Memorial Garden,Formal garden,Tower Hamlets,0.4025,Free,,,,,,,,,
Hellings Street Playpark,Play space,Tower Hamlets,0.147,Free,,,,,,,,,
Virginia Gardens,Formal garden,Tower Hamlets,0.1111,Free,,,,,,,,,
Canrobert Street Open Space,Formal garden,Tower Hamlets,0.3385,Free,,,,,,,,,
Heathbrook Park,Park,Wandsworth,2.3554,Free,,,,,,,,,
Balham Leisure Centre playground,Play space,Wandsworth,0.0601,Free,,,,,,,,,
Coronation Gardens (Wandsworth),Formal garden,Wandsworth,1.0042,Free,,,,,,,,,
St John the Evangelist R.C. Polish Church,Cemetery/churchyard,Wandsworth,0.2008,Free,,,,,,,,,
Wandsworth Common,Common,Wandsworth,52.0221,Free,,,,,,,,,
Falcon Park,Park,Wandsworth,2.7004,Free,,,,,,,,,
Latchmere Recreation Ground,Park,Wandsworth,0.7807,Free,,,,,,,,,
Lambeth Cemetery,Cemetery/churchyard,Wandsworth,20.8599,Free,,,,,,,,,
Godley Gardens,Park,Wandsworth,0.2707,Free,,,,,,,,,
Bramford Gardens,Park,Wandsworth,0.4187,Free,,,,,,,,,
Swaby Gardens,Formal garden,Wandsworth,0.1444,Free,,,,,,,,,
St Nicholas's Churchyard,Cemetery/churchyard,Wandsworth,1.0555,Free,,,,,,,,,
Putney Common,Common,Wandsworth,13.7159,Free,,,,,,,,,
Wandsworth Common - Open Space Area North,Amenity green space,Wandsworth,0.2737,Free,,,,,,,,,
Putney Park Lane,Walking/cycling route,Wandsworth,1.793,Free,,,,,,,,,
Bell Lane Spit,Public woodland,Wandsworth,0.0961,Free,,,,,,,,,
All Saints Meadow (Putney Common),Common,Wandsworth,2.6608,Free,,,,,,,,,
All Saints Church (Wandsworth),Cemetery/churchyard,Wandsworth,0.4143,Free,,,,,,,,,
Battersea Rise Cemetery (St Mary's),Cemetery/churchyard,Wandsworth,3.1084,Free,,,,,,,,,
Upper Tooting Park Playground,Play space,Wandsworth,0.0902,Free,,,,,,,,,
Putney Old Burial Ground,Cemetery/churchyard,Wandsworth,0.3485,Free,,,,,,,,,
Dover House Road Estate,Amenity green space,Wandsworth,1.2709,Free,,,,,,,,,
Falcon Terrace Open Space,Amenity green space,Wandsworth,0.1296,Free,,,,,,,,,
York Gardens,Park,Wandsworth,2.8643,Free,,,,,,,,,
Tooting Bec Common,Common,Wandsworth,79.1684,Free,,,,,,,,,
All Saints Cricket Ground (Putney Common),Playing fields,Wandsworth,1.6838,Free,,,,,,,,,
Wandsworth Common - St James Drive,Common,Wandsworth,3.8683,Free,,,,,,,,,
Putney Lower Cemetery,Cemetery/churchyard,Wandsworth,1.2562,Free,,,,,,,,,
Garratt Lane Old Burial Ground,Amenity green space,Wandsworth,0.7575,Free,,,,,,,,,
Chancery Mews playground,Play space,Wandsworth,0.0102,Free,,,,,,,,,
Wandsworth Cemetery,Cemetery/churchyard,Wandsworth,13.6223,Free,,,,,,,,,
Wandsworth Park,Park,Wandsworth,8.944,Free,,,,,,,,,
Harroway Gardens,Park,Wandsworth,0.4411,Free,,,,,,,,,
Leaders Gardens,Park,Wandsworth,1.2677,Free,,,,,,,,,
Fred Wells Gardens,Park,Wandsworth,0.8505,Free,,,,,,,,,
"Land adjacent to hall, adjacent to 22 Lyford Road",Amenity green space,Wandsworth,0.4266,Free,,,,,,,,,
Lavender Gardens,Amenity green space,Wandsworth,0.1742,Free,,,,,,,,,
Putney Vale Playing Fields and Stag Lane,Playing fields,Wandsworth,15.8,Free,,,,,,,,,
Wandsworth Common - St. Marks,Common,Wandsworth,1.4327,Free,,,,,,,,,
The Pleasuance Open Space,Amenity green space,Wandsworth,1.2336,Free,,,,,,,,,
St Ann's Church Grounds,Cemetery/churchyard,Wandsworth,0.321,Free,,,,,,,,,
King George's Park (Wandsworth),Park,Wandsworth,20.8986,Free,,,,,,,,,
Shillington Park,Park,Wandsworth,1.9681,Free,,,,,,,,,
Wandsworth Common - Prison Bank,Common,Wandsworth,1.6723,Free,,,,,,,,,
Thameside Path Open Space,Civic/market square,Wandsworth,0.1556,Free,,,,,,,,,
Open Space on Queenstown Road,Amenity green space,Wandsworth,0.0561,Free,,,,,,,,,
Battersea Park,Park,Wandsworth,80.6936,Free,,,,,,,,,
Streatham Cemetery,Cemetery/churchyard,Wandsworth,14.7363,Free,,,,,,,,,
Hughenot Burial Ground,Cemetery/churchyard,Wandsworth,0.1979,Free,,,,,,,,,
Fountain Road Recreation Ground,Recreation ground,Wandsworth,0.6117,Free,,,,,,,,,
Tooting Gardens,Park,Wandsworth,0.7405,Free,,,,,,,,,
Furzedown Recreation Ground,Recreation ground,Wandsworth,1.425,Free,,,,,,,,,
All Saints Churchyard (Wandsworth),Cemetery/churchyard,Wandsworth,0.4726,Free,,,,,,,,,
Horse Close Wood,Public woodland,Wandsworth,1.9666,Free,,,,,,,,,
St Barnabas Church Grounds,Cemetery/churchyard,Wandsworth,0.1183,Free,,,,,,,,,
Wandsworth Common - Westside,Common,Wandsworth,11.2424,Free,,,,,,,,,
Bramford Community Garden,Community garden,Wandsworth,0.0575,Free,,,,,,,,,
Christchurch Gardens (Wandsworth),Formal garden,Wandsworth,0.1167,Free,,,,,,,,,
Barn Elms Park,Amenity green space,Wandsworth,0.4491,Free,,,,,,,,,
Garratt Park,Park,Wandsworth,2.978,Free,,,,,,,,,
Putney Vale Cemetery,Cemetery/churchyard,Wandsworth,18.2084,Free,,,,,,,,,
Albion Riverside,Civic/market square,Wandsworth,1.0212,Free,,,,,,,,,
Montefiore Gardens,Park,Wandsworth,0.2223,Free,,,,,,,,,
Garratt Green,Park,Wandsworth,3.3432,Free,,,,,,,,,
Beverley Lane,Walking/cycling route,Wandsworth,0.8155,Free,,,,,,,,,
Putney Heath (North),Nature reserve,Wandsworth,61.3448,Free,,,,,,,,,
Trafalgar Square,Civic/market square,Westminster,1.0961,Free,,,,,,,,,
Westminster Cathedral Piazza,Civic/market square,Westminster,0.2234,Free,,,,,,,,,
St James The Lesser Church Forecourt,Cemetery/churchyard,Westminster,0.0877,Free,,,,,,,,,
The Queens Chapel of the Savoy,Cemetery/churchyard,Westminster,0.0694,Restricted,,,,,,,,,
New Trinity Mews Playground,Play space,Westminster,0.1372,Free,,,,,,,,,
Rathbone Square,Civic/market square,Westminster,0.1496,Free,,,,,,,,,
Sussex Gardens,Formal garden,Westminster,0.128,Free,,,,,,,,,
Paddington Green,Park,Westminster,0.4761,Free,,,,,,,,,
St Mary's Church Grounds,Cemetery/churchyard,Westminster,0.3916,Free,,,,,,,,,
Causton Street Playground,Play space,Westminster,0.112,Free,,,,,,,,,
Inigo Jones Gardens,Formal garden,Westminster,0.2243,Free,,,,,,,,,
Paddington Recreation Ground,Recreation ground,Westminster,10.6359,Free,,,,,,,,,
St Augustine's Church,Cemetery/churchyard,Westminster,0.4424,Free,,,,,,,,,
Cavendish Square,Formal garden,Westminster,0.6481,Free,,,,,,,,,
St John's Gardens (Westminster),Formal garden,Westminster,0.5843,Free,,,,,,,,,
Victoria Tower Gardens South,Formal garden,Westminster,0.1797,Free,,,,,,,,,
Somerset House,Civic/market square,Westminster,0.3747,Free,,,,,,,,,
Garden Of Rest Marylebone High Road,Formal garden,Westminster,0.0333,Free,,,,,,,,,
Mount Street Gardens,Formal garden,Westminster,0.606,Free,,,,,,,,,
Stone Wharf,Civic/market square,Westminster,0.1958,Free,,,,,,,,,
Hyde Park,Park,Westminster,138.5339,Free,,,,,,,,,
Upper Grosvenor Gardens,Formal garden,Westminster,0.1817,Free,,,,,,,,,
Soho Square,Formal garden,Westminster,0.4572,Free,,,,,,,,,
Orange Square,Civic/market square,Westminster,0.0548,Free,,,,,,,,,
Pimlico Gardens,Park,Westminster,0.4229,Free,,,,,,,,,
Pearson Square,Civic/market square,Westminster,0.154,Free,,,,,,,,,
Abbots Manor Playground,Play space,Westminster,0.0298,Free,,,,,,,,,
St John's Smith Square,Cemetery/churchyard,Westminster,0.1036,Free,,,,,,,,,
St Mary's Churchyard (Westminster),Cemetery/churchyard,Westminster,1.3418,Free,,,,,,,,,
Paddington Street Gardens (North),Park,Westminster,0.2294,Free,,,,,,,,,
Micky Star Play Project,Play space,Westminster,0.0835,Free,,,,,,,,,
Lower Grosvenor Gardens,Formal garden,Westminster,0.2879,Free,,,,,,,,,
Drury Lane Gardens,Formal garden,Westminster,0.097,Free,,,,,,,,,
White Hall Extension,Formal garden,Westminster,0.6375,Free,,,,,,,,,
Channel Four Community Garden,Formal garden,Westminster,0.1793,Free,,,,,,,,,
The Victoria Tower Gardens,Park,Westminster,2.0307,Free,,,,,,,,,
Orange Park,Park,Westminster,0.0898,Free,,,,,,,,,
Tate Gallery Gardens,Formal garden,Westminster,0.6942,Free,,,,,,,,,
Westminster Abbey,Cemetery/churchyard,Westminster,1.0495,Free,,,,,,,,,
The Green Park,Park,Westminster,19.2979,Free,,,,,,,,,
Ebury Square Gardens,Civic/market square,Westminster,0.2454,Free,,,,,,,,,
Lisson Gardens,Formal garden,Westminster,0.1413,Free,,,,,,,,,
Berkeley Square,Formal garden,Westminster,1.0226,Free,,,,,,,,,
Covent Garden,Civic/market square,Westminster,0.8275,Free,,,,,,,,,
St James's Square,Formal garden,Westminster,0.9159,Free,,,,,,,,,
Parliament Square,Formal garden,Westminster,0.5464,Free,,,,,,,,,
Cleveland Street Pocket Park,Park,Westminster,0.0142,Free,,,,,,,,,
Tamplin Mews Garden & Playground,Park,Westminster,0.441,Free,,,,,,,,,
Brown Hart Gardens,Formal garden,Westminster,0.1211,Free,,,,,,,,,
Longmoore Gardens Playground,Play space,Westminster,0.0536,Free,,,,,,,,,
Queens Park Gardens,Park,Westminster,1.176,Free,,,,,,,,,
St Stephen's Gardens,Play space,Westminster,0.1243,Free,,,,,,,,,
St John's Wood Churchyard Gardens,Formal garden,Westminster,2.2519,Free,,,,,,,,,
George & Dragon Memorial,Civic/market square,Westminster,0.0591,Free,,,,,,,,,
Carlton Gardens - George 6th Statue,Civic/market square,Westminster,0.1206,Free,,,,,,,,,
Grosvenor Square,Formal garden,Westminster,1.7735,Free,,,,,,,,,
Victoria Square,Formal garden,Westminster,0.0324,Free,,,,,,,,,
Paddington Street Gardens (South),Park,Westminster,0.9279,Free,,,,,,,,,
St John's Wood Adventure Playground,Play space,Westminster,0.0958,Free,,,,,,,,,
Kildare Gardens,Formal garden,Westminster,0.0451,Free,,,,,,,,,
Whitehall Gardens,Formal garden,Westminster,0.8465,Free,,,,,,,,,
Riverside Walk Gardens,Formal garden,Westminster,0.1913,Free,,,,,,,,,
Westbourne Green Sports Complex,Other recreational,Westminster,2.2484,Free,,,,,,,,,
St James's Piccadilly Church Garden,Cemetery/churchyard,Westminster,0.2047,Free,,,,,,,,,
St George's Square (south),Formal garden,Westminster,1.3022,Free,,,,,,,,,
Buckingham Palace External Forecourt,Civic/market square,Westminster,2.4995,Free,,,,,,,,,
Broadley Street Gardens,Formal garden,Westminster,0.2617,Free,,,,,,,,,
Hanover Square,Civic/market square,Westminster,0.2849,Free,,,,,,,,,
Golden Square,Formal garden,Westminster,0.2024,Free,,,,,,,,,
Prince's Gardens,Formal garden,Westminster,1.1016,Free,,,,,,,,,
Randolf Gardens,Formal garden,Westminster,0.0697,Free,,,,,,,,,
Victoria Embankment Gardens,Formal garden,Westminster,2.0602,Free,,,,,,,,,
Leicester Square,Civic/market square,Westminster,0.9701,Free,,,,,,,,,
St Anne's Churchyard,Formal garden,Westminster,0.1701,Free,,,,,,,,,
Paddington Central,Civic/market square,Westminster,0.5694,Free,,,,,,,,,
"Christchurch Gardens, Victoria Street",Formal garden,Westminster,0.2811,Free,,,,,,,,,
Abingdon Street Gardens (westminster Abbey & Parliment Square),Formal garden,Westminster,0.2155,Free,,,,,,,,,
Lillington and Longmoore Gardens Estate,Amenity green space,Westminster,1.0745,Free,,,,,,,,,
Bessborough Gardens,Formal garden,Westminster,0.5536,Free,,,,,,,,,
Cardinal Place,Civic/market square,Westminster,0.911,Free,,,,,,,,,
Norfolk Square Gardens,Formal garden,Westminster,0.2621,Free,,,,,,,,,
Montpelier Square,Formal garden,Westminster,0.2072,Free,,,,,,,,,
Royal Academy,Civic/market square,Westminster,0.1753,Free,,,,,,,,,
Porchester Square Gardens,Formal garden,Westminster,0.407,Free,,,,,,,,,
Sussex Street Playground,Play space,Westminster,0.0659,Free,,,,,,,,,
Horse Guards Parade,Civic/market square,Westminster,2.4583,Free,,,,,,,,,
St James's Park,Park,Westminster,22.9436,Free,,,,,,,,,
Temple Gardens,Formal garden,Westminster,0.3033,Free,,,,,,,,,
Edbrooke Garden,Park,Westminster,0.286,Free,,,,,,,,,
Westbourne Gardens,Formal garden,Westminster,0.1153,Free,,,,,,,,,
Millbank Gardens,Park,Westminster,0.2356,Free,,,,,,,,,
Violet Hill Gardens,Play space,Westminster,0.2297,Free,,,,,,,,,
St Mary's Square Open Space,Park,Westminster,0.0764,Free,,,,,,,,,
Rembrandt Gardens,Formal garden,Westminster,0.2981,Free,,,,,,,,,
Talbot Square Gardens,Formal garden,Westminster,0.0907,Free,,,,,,,,,
Westbourne Green,Park,Westminster,3.5965,Free,,,,,,,,,
Shrewsbury Road Open Space,Formal garden,Westminster,0.1515,Free,,,,,,,,,
Randolph Gardens Open Space,Park,Westminster,0.549,Free,,,,,,,,,
Harrow Road Open Space,Amenity green space,Westminster,0.1001,Free,,,,,,,,,
