LSOA code (2011),LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Rank,Index of Multiple Deprivation (IMD) Decile,,Aggregate IMD Decile,Borough
E01001870,Hammersmith and Fulham 012D,E09000013,Hammersmith and Fulham,"17,083",6,,,
E01001871,Hammersmith and Fulham 012E,E09000013,Hammersmith and Fulham,"21,856",7,,,
E01001872,Hammersmith and Fulham 012F,E09000013,Hammersmith and Fulham,"18,352",6,,,
E01001873,Hammersmith and Fulham 010E,E09000013,Hammersmith and Fulham,"12,256",4,,,
E01001874,Hammersmith and Fulham 001A,E09000013,Hammersmith and Fulham,"11,438",4,,,
E01001875,Hammersmith and Fulham 001B,E09000013,Hammersmith and Fulham,"6,449",2,,,
E01001876,Hammersmith and Fulham 001C,E09000013,Hammersmith and Fulham,"5,098",2,,,
E01001877,Hammersmith and Fulham 001D,E09000013,Hammersmith and Fulham,"6,532",2,,,
E01001878,Hammersmith and Fulham 001E,E09000013,Hammersmith and Fulham,"5,979",2,,,
E01001879,Hammersmith and Fulham 019A,E09000013,Hammersmith and Fulham,"12,354",4,,,
E01001880,Hammersmith and Fulham 017A,E09000013,Hammersmith and Fulham,"13,446",5,,,
E01001881,Hammersmith and Fulham 017B,E09000013,Hammersmith and Fulham,"18,973",6,,,
E01001882,Hammersmith and Fulham 017C,E09000013,Hammersmith and Fulham,"20,454",7,,,
E01001883,Hammersmith and Fulham 017D,E09000013,Hammersmith and Fulham,"11,772",4,,,
E01001884,Hammersmith and Fulham 017E,E09000013,Hammersmith and Fulham,"10,214",4,,,
E01001885,Hammersmith and Fulham 015A,E09000013,Hammersmith and Fulham,"2,091",1,,,
E01001886,Hammersmith and Fulham 016A,E09000013,Hammersmith and Fulham,"10,269",4,,,
E01001887,Hammersmith and Fulham 016B,E09000013,Hammersmith and Fulham,"11,893",4,,,
E01001888,Hammersmith and Fulham 018A,E09000013,Hammersmith and Fulham,"23,550",8,,,
E01001889,Hammersmith and Fulham 014A,E09000013,Hammersmith and Fulham,"14,425",5,,,
E01001890,Hammersmith and Fulham 016C,E09000013,Hammersmith and Fulham,"20,292",7,,,
E01001891,Hammersmith and Fulham 018B,E09000013,Hammersmith and Fulham,"22,811",7,,,
E01001892,Hammersmith and Fulham 016D,E09000013,Hammersmith and Fulham,"8,819",3,,,
E01001893,Hammersmith and Fulham 013A,E09000013,Hammersmith and Fulham,"6,342",2,,,
E01001894,Hammersmith and Fulham 013B,E09000013,Hammersmith and Fulham,"7,814",3,,,
E01001895,Hammersmith and Fulham 009A,E09000013,Hammersmith and Fulham,"14,790",5,,,
E01001896,Hammersmith and Fulham 009B,E09000013,Hammersmith and Fulham,"12,744",4,,,
E01001897,Hammersmith and Fulham 009C,E09000013,Hammersmith and Fulham,"18,490",6,,,
E01001898,Hammersmith and Fulham 013C,E09000013,Hammersmith and Fulham,"12,598",4,,,
E01001899,Hammersmith and Fulham 013D,E09000013,Hammersmith and Fulham,"3,413",2,,,
E01001900,Hammersmith and Fulham 013E,E09000013,Hammersmith and Fulham,"5,414",2,,,
E01001901,Hammersmith and Fulham 019B,E09000013,Hammersmith and Fulham,"23,507",8,,,
E01001902,Hammersmith and Fulham 019C,E09000013,Hammersmith and Fulham,"18,248",6,,,
E01001903,Hammersmith and Fulham 019D,E09000013,Hammersmith and Fulham,"10,447",4,,,
E01001904,Hammersmith and Fulham 022A,E09000013,Hammersmith and Fulham,"25,162",8,,,
E01001905,Hammersmith and Fulham 022B,E09000013,Hammersmith and Fulham,"28,139",9,,,
E01001906,Hammersmith and Fulham 022C,E09000013,Hammersmith and Fulham,"24,988",8,,,
E01001907,Hammersmith and Fulham 022D,E09000013,Hammersmith and Fulham,"22,696",7,,,
E01001908,Hammersmith and Fulham 015B,E09000013,Hammersmith and Fulham,"16,979",6,,,
E01001909,Hammersmith and Fulham 015C,E09000013,Hammersmith and Fulham,"12,383",4,,,
E01001910,Hammersmith and Fulham 014B,E09000013,Hammersmith and Fulham,"15,768",5,,,
E01001911,Hammersmith and Fulham 015D,E09000013,Hammersmith and Fulham,"6,011",2,,,
E01001912,Hammersmith and Fulham 015E,E09000013,Hammersmith and Fulham,"5,706",2,,,
E01001913,Hammersmith and Fulham 014C,E09000013,Hammersmith and Fulham,"23,554",8,,,
E01001914,Hammersmith and Fulham 014D,E09000013,Hammersmith and Fulham,"14,365",5,,,
E01001915,Hammersmith and Fulham 024A,E09000013,Hammersmith and Fulham,"21,120",7,,,
E01001916,Hammersmith and Fulham 024B,E09000013,Hammersmith and Fulham,"28,505",9,,,
E01001917,Hammersmith and Fulham 018C,E09000013,Hammersmith and Fulham,"18,372",6,,,
E01001918,Hammersmith and Fulham 018D,E09000013,Hammersmith and Fulham,"23,841",8,,,
E01001919,Hammersmith and Fulham 018E,E09000013,Hammersmith and Fulham,"26,263",8,,,
E01001920,Hammersmith and Fulham 020A,E09000013,Hammersmith and Fulham,"7,494",3,,,
E01001921,Hammersmith and Fulham 020B,E09000013,Hammersmith and Fulham,"15,164",5,,,
E01001922,Hammersmith and Fulham 020C,E09000013,Hammersmith and Fulham,"22,079",7,,,
E01001923,Hammersmith and Fulham 020D,E09000013,Hammersmith and Fulham,"16,437",6,,,
E01001924,Hammersmith and Fulham 020E,E09000013,Hammersmith and Fulham,"25,569",8,,,
E01001925,Hammersmith and Fulham 025A,E09000013,Hammersmith and Fulham,"25,768",8,,,
E01001926,Hammersmith and Fulham 024C,E09000013,Hammersmith and Fulham,"28,809",9,,,
E01001927,Hammersmith and Fulham 008C,E09000013,Hammersmith and Fulham,"25,171",8,,,
E01001928,Hammersmith and Fulham 011A,E09000013,Hammersmith and Fulham,"13,864",5,,,
E01001929,Hammersmith and Fulham 009D,E09000013,Hammersmith and Fulham,"21,853",7,,,
E01001930,Hammersmith and Fulham 008D,E09000013,Hammersmith and Fulham,"7,537",3,,,
E01001931,Hammersmith and Fulham 011B,E09000013,Hammersmith and Fulham,"15,702",5,,,
E01001932,Hammersmith and Fulham 011C,E09000013,Hammersmith and Fulham,"10,242",4,,,
E01001933,Hammersmith and Fulham 011D,E09000013,Hammersmith and Fulham,"13,652",5,,,
E01001934,Hammersmith and Fulham 025B,E09000013,Hammersmith and Fulham,"11,507",4,,,
E01001935,Hammersmith and Fulham 023A,E09000013,Hammersmith and Fulham,"17,011",6,,,
E01001937,Hammersmith and Fulham 025C,E09000013,Hammersmith and Fulham,"20,728",7,,,
E01001938,Hammersmith and Fulham 025D,E09000013,Hammersmith and Fulham,"9,309",3,,,
E01001939,Hammersmith and Fulham 023C,E09000013,Hammersmith and Fulham,"13,510",5,,,
E01001940,Hammersmith and Fulham 005B,E09000013,Hammersmith and Fulham,"5,966",2,,,
E01001941,Hammersmith and Fulham 005C,E09000013,Hammersmith and Fulham,"7,925",3,,,
E01001942,Hammersmith and Fulham 005D,E09000013,Hammersmith and Fulham,"11,283",4,,,
E01001943,Hammersmith and Fulham 004A,E09000013,Hammersmith and Fulham,"6,650",3,,,
E01001944,Hammersmith and Fulham 004B,E09000013,Hammersmith and Fulham,"3,478",2,,,
E01001945,Hammersmith and Fulham 004C,E09000013,Hammersmith and Fulham,"10,706",4,,,
E01001946,Hammersmith and Fulham 004D,E09000013,Hammersmith and Fulham,"12,811",4,,,
E01001947,Hammersmith and Fulham 021A,E09000013,Hammersmith and Fulham,"5,002",2,,,
E01001948,Hammersmith and Fulham 021B,E09000013,Hammersmith and Fulham,"19,353",6,,,
E01001949,Hammersmith and Fulham 021C,E09000013,Hammersmith and Fulham,"27,040",9,,,
E01001950,Hammersmith and Fulham 021D,E09000013,Hammersmith and Fulham,"24,876",8,,,
E01001951,Hammersmith and Fulham 021E,E09000013,Hammersmith and Fulham,"16,651",6,,,
E01001952,Hammersmith and Fulham 024D,E09000013,Hammersmith and Fulham,"18,223",6,,,
E01001953,Hammersmith and Fulham 021F,E09000013,Hammersmith and Fulham,"12,704",4,,,
E01001954,Hammersmith and Fulham 003A,E09000013,Hammersmith and Fulham,"9,370",3,,,
E01001955,Hammersmith and Fulham 002A,E09000013,Hammersmith and Fulham,"4,877",2,,,
E01001956,Hammersmith and Fulham 003B,E09000013,Hammersmith and Fulham,"9,420",3,,,
E01001957,Hammersmith and Fulham 002B,E09000013,Hammersmith and Fulham,"4,637",2,,,
E01001958,Hammersmith and Fulham 002C,E09000013,Hammersmith and Fulham,"4,675",2,,,
E01001959,Hammersmith and Fulham 003C,E09000013,Hammersmith and Fulham,"4,238",2,,,
E01001960,Hammersmith and Fulham 003D,E09000013,Hammersmith and Fulham,"15,773",5,,,
E01001961,Hammersmith and Fulham 002D,E09000013,Hammersmith and Fulham,"3,771",2,,,
E01002694,Islington 019A,E09000019,Islington,"3,487",2,,,
E01002695,Islington 021A,E09000019,Islington,"12,467",4,,,
E01002696,Islington 020A,E09000019,Islington,"14,178",5,,,
E01002697,Islington 019B,E09000019,Islington,"7,142",3,,,
E01002698,Islington 017A,E09000019,Islington,"16,593",6,,,
E01002699,Islington 017B,E09000019,Islington,"14,586",5,,,
E01002700,Islington 017C,E09000019,Islington,"20,562",7,,,
E01002701,Islington 023A,E09000019,Islington,"9,154",3,,,
E01002702,Islington 023B,E09000019,Islington,"8,242",3,,,
E01002703,Islington 023C,E09000019,Islington,"9,396",3,,,
E01002704,Islington 023D,E09000019,Islington,"12,549",4,,,
E01002706,Islington 023E,E09000019,Islington,"10,815",4,,,
E01002707,Islington 022B,E09000019,Islington,"10,377",4,,,
E01002708,Islington 015A,E09000019,Islington,"8,035",3,,,
E01002709,Islington 019C,E09000019,Islington,"5,835",2,,,
E01002710,Islington 019D,E09000019,Islington,"7,574",3,,,
E01002711,Islington 021B,E09000019,Islington,"12,915",4,,,
E01002712,Islington 015B,E09000019,Islington,"9,562",3,,,
E01002713,Islington 015C,E09000019,Islington,"3,166",1,,,
E01002714,Islington 017D,E09000019,Islington,"19,913",7,,,
E01002715,Islington 019E,E09000019,Islington,"4,721",2,,,
E01002716,Islington 014A,E09000019,Islington,"6,033",2,,,
E01002717,Islington 016A,E09000019,Islington,"12,461",4,,,
E01002718,Islington 014B,E09000019,Islington,"14,929",5,,,
E01002719,Islington 016B,E09000019,Islington,"17,270",6,,,
E01002720,Islington 016C,E09000019,Islington,"4,250",2,,,
E01002721,Islington 014C,E09000019,Islington,"8,938",3,,,
E01002722,Islington 018A,E09000019,Islington,"5,269",2,,,
E01002723,Islington 022C,E09000019,Islington,"8,750",3,,,
E01002724,Islington 022D,E09000019,Islington,"19,372",6,,,
E01002725,Islington 022E,E09000019,Islington,"8,458",3,,,
E01002726,Islington 022F,E09000019,Islington,"11,070",4,,,
E01002727,Islington 021C,E09000019,Islington,"10,165",4,,,
E01002728,Islington 021D,E09000019,Islington,"9,446",3,,,
E01002729,Islington 021E,E09000019,Islington,"7,539",3,,,
E01002730,Islington 007A,E09000019,Islington,"7,841",3,,,
E01002731,Islington 007B,E09000019,Islington,"11,066",4,,,
E01002732,Islington 005A,E09000019,Islington,"2,650",1,,,
E01002733,Islington 007C,E09000019,Islington,"15,654",5,,,
E01002734,Islington 005B,E09000019,Islington,"4,096",2,,,
E01002735,Islington 003A,E09000019,Islington,"6,465",2,,,
E01002736,Islington 005C,E09000019,Islington,"3,060",1,,,
E01002737,Islington 005D,E09000019,Islington,"5,609",2,,,
E01002738,Islington 009A,E09000019,Islington,"10,960",4,,,
E01002739,Islington 013A,E09000019,Islington,"16,660",6,,,
E01002740,Islington 013B,E09000019,Islington,"17,843",6,,,
E01002741,Islington 009B,E09000019,Islington,"5,946",2,,,
E01002742,Islington 006A,E09000019,Islington,"18,132",6,,,
E01002743,Islington 009C,E09000019,Islington,"15,181",5,,,
E01002744,Islington 009D,E09000019,Islington,"16,228",5,,,
E01002745,Islington 013C,E09000019,Islington,"18,128",6,,,
E01002747,Islington 006B,E09000019,Islington,"20,714",7,,,
E01002748,Islington 006C,E09000019,Islington,"4,293",2,,,
E01002749,Islington 006D,E09000019,Islington,"12,160",4,,,
E01002751,Islington 005E,E09000019,Islington,"4,870",2,,,
E01002752,Islington 009E,E09000019,Islington,"12,440",4,,,
E01002753,Islington 002A,E09000019,Islington,"8,283",3,,,
E01002754,Islington 002B,E09000019,Islington,"17,536",6,,,
E01002755,Islington 001A,E09000019,Islington,"4,303",2,,,
E01002756,Islington 001B,E09000019,Islington,"9,162",3,,,
E01002757,Islington 002C,E09000019,Islington,"11,321",4,,,
E01002758,Islington 001C,E09000019,Islington,"3,231",1,,,
E01002759,Islington 002D,E09000019,Islington,"13,811",5,,,
E01002760,Islington 002E,E09000019,Islington,"4,631",2,,,
E01002762,Islington 011C,E09000019,Islington,"13,764",5,,,
E01002763,Islington 007D,E09000019,Islington,"6,622",3,,,
E01002764,Islington 010A,E09000019,Islington,"7,581",3,,,
E01002765,Islington 015D,E09000019,Islington,"8,909",3,,,
E01002766,Islington 015E,E09000019,Islington,"7,264",3,,,
E01002767,Islington 011D,E09000019,Islington,"5,275",2,,,
E01002768,Islington 004A,E09000019,Islington,"8,350",3,,,
E01002769,Islington 008A,E09000019,Islington,"14,242",5,,,
E01002770,Islington 004B,E09000019,Islington,"8,029",3,,,
E01002771,Islington 004C,E09000019,Islington,"9,390",3,,,
E01002772,Islington 002F,E09000019,Islington,"8,637",3,,,
E01002773,Islington 004D,E09000019,Islington,"2,164",1,,,
E01002774,Islington 004E,E09000019,Islington,"7,608",3,,,
E01002775,Islington 014D,E09000019,Islington,"12,620",4,,,
E01002776,Islington 014E,E09000019,Islington,"7,029",3,,,
E01002777,Islington 012A,E09000019,Islington,"9,255",3,,,
E01002778,Islington 012B,E09000019,Islington,"4,551",2,,,
E01002779,Islington 012C,E09000019,Islington,"15,584",5,,,
E01002780,Islington 014F,E09000019,Islington,"9,965",4,,,
E01002781,Islington 012D,E09000019,Islington,"8,526",3,,,
E01002782,Islington 012E,E09000019,Islington,"5,157",2,,,
E01002783,Islington 010B,E09000019,Islington,"2,766",1,,,
E01002784,Islington 010C,E09000019,Islington,"6,145",2,,,
E01002785,Islington 008B,E09000019,Islington,"15,334",5,,,
E01002786,Islington 010D,E09000019,Islington,"5,495",2,,,
E01002787,Islington 010E,E09000019,Islington,"7,051",3,,,
E01002788,Islington 008C,E09000019,Islington,"17,004",6,,,
E01002789,Islington 008D,E09000019,Islington,"20,257",7,,,
E01002790,Islington 016D,E09000019,Islington,"3,653",2,,,
E01002791,Islington 016E,E09000019,Islington,"20,072",7,,,
E01002792,Islington 017E,E09000019,Islington,"17,852",6,,,
E01002793,Islington 016F,E09000019,Islington,"5,450",2,,,
E01002794,Islington 020B,E09000019,Islington,"12,607",4,,,
E01002795,Islington 013D,E09000019,Islington,"10,755",4,,,
E01002796,Islington 013E,E09000019,Islington,"11,641",4,,,
E01002797,Islington 018B,E09000019,Islington,"7,039",3,,,
E01002798,Islington 018C,E09000019,Islington,"13,193",5,,,
E01002799,Islington 018D,E09000019,Islington,"6,972",3,,,
E01002800,Islington 018E,E09000019,Islington,"4,590",2,,,
E01002801,Islington 020C,E09000019,Islington,"17,133",6,,,
E01002802,Islington 020D,E09000019,Islington,"10,255",4,,,
E01002803,Islington 020E,E09000019,Islington,"11,531",4,,,
E01002804,Islington 001D,E09000019,Islington,"5,087",2,,,
E01002805,Islington 003B,E09000019,Islington,"12,161",4,,,
E01002806,Islington 003C,E09000019,Islington,"9,620",3,,,
E01002807,Islington 001E,E09000019,Islington,"7,258",3,,,
E01002808,Islington 003D,E09000019,Islington,"10,985",4,,,
E01002809,Islington 003E,E09000019,Islington,"7,327",3,,,
E01002810,Islington 003F,E09000019,Islington,"6,536",2,,,
E01002811,Islington 001F,E09000019,Islington,"4,691",2,,,
E01002812,Kensington and Chelsea 013A,E09000020,Kensington and Chelsea,"22,698",7,,,
E01002813,Kensington and Chelsea 011A,E09000020,Kensington and Chelsea,"24,398",8,,,
E01002814,Kensington and Chelsea 015A,E09000020,Kensington and Chelsea,"10,748",4,,,
E01002815,Kensington and Chelsea 011B,E09000020,Kensington and Chelsea,"15,885",5,,,
E01002816,Kensington and Chelsea 011C,E09000020,Kensington and Chelsea,"22,718",7,,,
E01002817,Kensington and Chelsea 011D,E09000020,Kensington and Chelsea,"24,015",8,,,
E01002818,Kensington and Chelsea 012A,E09000020,Kensington and Chelsea,"21,429",7,,,
E01002819,Kensington and Chelsea 012B,E09000020,Kensington and Chelsea,"23,245",8,,,
E01002820,Kensington and Chelsea 016A,E09000020,Kensington and Chelsea,"25,054",8,,,
E01002821,Kensington and Chelsea 014A,E09000020,Kensington and Chelsea,"23,418",8,,,
E01002822,Kensington and Chelsea 016B,E09000020,Kensington and Chelsea,"21,201",7,,,
E01002823,Kensington and Chelsea 014B,E09000020,Kensington and Chelsea,"8,812",3,,,
E01002824,Kensington and Chelsea 008A,E09000020,Kensington and Chelsea,"24,462",8,,,
E01002825,Kensington and Chelsea 008B,E09000020,Kensington and Chelsea,"24,885",8,,,
E01002826,Kensington and Chelsea 008C,E09000020,Kensington and Chelsea,"23,594",8,,,
E01002827,Kensington and Chelsea 008D,E09000020,Kensington and Chelsea,"22,084",7,,,
E01002828,Kensington and Chelsea 008E,E09000020,Kensington and Chelsea,"17,715",6,,,
E01002829,Kensington and Chelsea 004A,E09000020,Kensington and Chelsea,"6,055",2,,,
E01002830,Kensington and Chelsea 004B,E09000020,Kensington and Chelsea,"5,764",2,,,
E01002831,Kensington and Chelsea 004C,E09000020,Kensington and Chelsea,"5,299",2,,,
E01002832,Kensington and Chelsea 004D,E09000020,Kensington and Chelsea,"7,367",3,,,
E01002833,Kensington and Chelsea 007A,E09000020,Kensington and Chelsea,"15,083",5,,,
E01002834,Kensington and Chelsea 013B,E09000020,Kensington and Chelsea,"18,346",6,,,
E01002835,Kensington and Chelsea 016C,E09000020,Kensington and Chelsea,"23,929",8,,,
E01002836,Kensington and Chelsea 016D,E09000020,Kensington and Chelsea,"23,221",8,,,
E01002837,Kensington and Chelsea 016E,E09000020,Kensington and Chelsea,"20,942",7,,,
E01002838,Kensington and Chelsea 020A,E09000020,Kensington and Chelsea,"23,203",8,,,
E01002839,Kensington and Chelsea 013C,E09000020,Kensington and Chelsea,"10,320",4,,,
E01002840,Kensington and Chelsea 021A,E09000020,Kensington and Chelsea,"4,981",2,,,
E01002841,Kensington and Chelsea 021B,E09000020,Kensington and Chelsea,"9,898",4,,,
E01002842,Kensington and Chelsea 021C,E09000020,Kensington and Chelsea,"2,593",1,,,
E01002843,Kensington and Chelsea 021D,E09000020,Kensington and Chelsea,"3,564",2,,,
E01002844,Kensington and Chelsea 019A,E09000020,Kensington and Chelsea,"16,966",6,,,
E01002845,Kensington and Chelsea 019B,E09000020,Kensington and Chelsea,"13,544",5,,,
E01002846,Kensington and Chelsea 017A,E09000020,Kensington and Chelsea,"7,626",3,,,
E01002847,Kensington and Chelsea 015B,E09000020,Kensington and Chelsea,"12,666",4,,,
E01002848,Kensington and Chelsea 015C,E09000020,Kensington and Chelsea,"8,243",3,,,
E01002849,Kensington and Chelsea 017B,E09000020,Kensington and Chelsea,"16,808",6,,,
E01002850,Kensington and Chelsea 013D,E09000020,Kensington and Chelsea,"11,573",4,,,
E01002851,Kensington and Chelsea 015D,E09000020,Kensington and Chelsea,"4,330",2,,,
E01002852,Kensington and Chelsea 001A,E09000020,Kensington and Chelsea,"3,797",2,,,
E01002853,Kensington and Chelsea 001B,E09000020,Kensington and Chelsea,"1,212",1,,,
E01002854,Kensington and Chelsea 001C,E09000020,Kensington and Chelsea,"3,030",1,,,
E01002855,Kensington and Chelsea 001D,E09000020,Kensington and Chelsea,"2,975",1,,,
E01002856,Kensington and Chelsea 004E,E09000020,Kensington and Chelsea,"4,928",2,,,
E01002857,Kensington and Chelsea 001E,E09000020,Kensington and Chelsea,"1,012",1,,,
E01002858,Kensington and Chelsea 014C,E09000020,Kensington and Chelsea,"11,753",4,,,
E01002859,Kensington and Chelsea 012C,E09000020,Kensington and Chelsea,"24,280",8,,,
E01002860,Kensington and Chelsea 012D,E09000020,Kensington and Chelsea,"22,839",7,,,
E01002861,Kensington and Chelsea 014D,E09000020,Kensington and Chelsea,"18,886",6,,,
E01002862,Kensington and Chelsea 014E,E09000020,Kensington and Chelsea,"10,169",4,,,
E01002863,Kensington and Chelsea 012E,E09000020,Kensington and Chelsea,"24,615",8,,,
E01002864,Kensington and Chelsea 009A,E09000020,Kensington and Chelsea,"25,115",8,,,
E01002865,Kensington and Chelsea 011E,E09000020,Kensington and Chelsea,"27,993",9,,,
E01002866,Kensington and Chelsea 009B,E09000020,Kensington and Chelsea,"13,786",5,,,
E01002867,Kensington and Chelsea 009C,E09000020,Kensington and Chelsea,"12,519",4,,,
E01002868,Kensington and Chelsea 009D,E09000020,Kensington and Chelsea,"25,448",8,,,
E01002869,Kensington and Chelsea 009E,E09000020,Kensington and Chelsea,"14,640",5,,,
E01002870,Kensington and Chelsea 005A,E09000020,Kensington and Chelsea,"3,890",2,,,
E01002871,Kensington and Chelsea 007B,E09000020,Kensington and Chelsea,"22,944",7,,,
E01002872,Kensington and Chelsea 005B,E09000020,Kensington and Chelsea,"4,605",2,,,
E01002873,Kensington and Chelsea 007C,E09000020,Kensington and Chelsea,"14,480",5,,,
E01002874,Kensington and Chelsea 007D,E09000020,Kensington and Chelsea,"14,325",5,,,
E01002875,Kensington and Chelsea 007E,E09000020,Kensington and Chelsea,"18,986",6,,,
E01002876,Kensington and Chelsea 003A,E09000020,Kensington and Chelsea,"14,225",5,,,
E01002877,Kensington and Chelsea 003B,E09000020,Kensington and Chelsea,"3,925",2,,,
E01002878,Kensington and Chelsea 003C,E09000020,Kensington and Chelsea,"6,319",2,,,
E01002879,Kensington and Chelsea 005C,E09000020,Kensington and Chelsea,"3,808",2,,,
E01002880,Kensington and Chelsea 005D,E09000020,Kensington and Chelsea,"3,215",1,,,
E01002881,Kensington and Chelsea 005E,E09000020,Kensington and Chelsea,"4,113",2,,,
E01002882,Kensington and Chelsea 006A,E09000020,Kensington and Chelsea,"16,904",6,,,
E01002883,Kensington and Chelsea 006B,E09000020,Kensington and Chelsea,"22,472",7,,,
E01002884,Kensington and Chelsea 006C,E09000020,Kensington and Chelsea,"13,100",4,,,
E01002885,Kensington and Chelsea 006D,E09000020,Kensington and Chelsea,"14,695",5,,,
E01002886,Kensington and Chelsea 006E,E09000020,Kensington and Chelsea,"19,099",6,,,
E01002887,Kensington and Chelsea 010A,E09000020,Kensington and Chelsea,"21,530",7,,,
E01002888,Kensington and Chelsea 013E,E09000020,Kensington and Chelsea,"23,449",8,,,
E01002889,Kensington and Chelsea 010B,E09000020,Kensington and Chelsea,"26,867",9,,,
E01002890,Kensington and Chelsea 010C,E09000020,Kensington and Chelsea,"25,832",8,,,
E01002891,Kensington and Chelsea 010D,E09000020,Kensington and Chelsea,"25,103",8,,,
E01002892,Kensington and Chelsea 010E,E09000020,Kensington and Chelsea,"26,365",9,,,
E01002893,Kensington and Chelsea 017C,E09000020,Kensington and Chelsea,"12,935",4,,,
E01002894,Kensington and Chelsea 017D,E09000020,Kensington and Chelsea,"14,414",5,,,
E01002895,Kensington and Chelsea 020B,E09000020,Kensington and Chelsea,"23,084",8,,,
E01002896,Kensington and Chelsea 020C,E09000020,Kensington and Chelsea,"24,135",8,,,
E01002897,Kensington and Chelsea 020D,E09000020,Kensington and Chelsea,"18,277",6,,,
E01002898,Kensington and Chelsea 017E,E09000020,Kensington and Chelsea,"25,185",8,,,
E01002899,Kensington and Chelsea 018A,E09000020,Kensington and Chelsea,"13,213",5,,,
E01002900,Kensington and Chelsea 018B,E09000020,Kensington and Chelsea,"26,730",9,,,
E01002901,Kensington and Chelsea 018C,E09000020,Kensington and Chelsea,"17,464",6,,,
E01002902,Kensington and Chelsea 018D,E09000020,Kensington and Chelsea,"23,591",8,,,
E01002903,Kensington and Chelsea 018E,E09000020,Kensington and Chelsea,"27,528",9,,,
E01002904,Kensington and Chelsea 002A,E09000020,Kensington and Chelsea,"3,043",1,,,
E01002905,Kensington and Chelsea 002B,E09000020,Kensington and Chelsea,"3,154",1,,,
E01002906,Kensington and Chelsea 002C,E09000020,Kensington and Chelsea,"6,647",3,,,
E01002907,Kensington and Chelsea 002D,E09000020,Kensington and Chelsea,"1,794",1,,,
E01002908,Kensington and Chelsea 003D,E09000020,Kensington and Chelsea,"9,637",3,,,
E01002909,Kensington and Chelsea 003E,E09000020,Kensington and Chelsea,"8,155",3,,,
E01002910,Kensington and Chelsea 019C,E09000020,Kensington and Chelsea,"17,632",6,,,
E01002911,Kensington and Chelsea 019D,E09000020,Kensington and Chelsea,"21,556",7,,,
E01002912,Kensington and Chelsea 020E,E09000020,Kensington and Chelsea,"20,040",7,,,
E01002913,Kensington and Chelsea 021E,E09000020,Kensington and Chelsea,"16,091",5,,,
E01002914,Kensington and Chelsea 019E,E09000020,Kensington and Chelsea,"25,957",8,,,
E01003013,Lambeth 036A,E09000022,Lambeth,"21,865",7,,,
E01003014,Lambeth 036B,E09000022,Lambeth,"10,007",4,,,
E01003015,Lambeth 002A,E09000022,Lambeth,"9,771",3,,,
E01003016,Lambeth 036C,E09000022,Lambeth,"20,774",7,,,
E01003017,Lambeth 036D,E09000022,Lambeth,"11,736",4,,,
E01003018,Lambeth 020A,E09000022,Lambeth,"12,382",4,,,
E01003019,Lambeth 015A,E09000022,Lambeth,"15,377",5,,,
E01003020,Lambeth 016A,E09000022,Lambeth,"11,385",4,,,
E01003021,Lambeth 021A,E09000022,Lambeth,"6,537",2,,,
E01003022,Lambeth 021B,E09000022,Lambeth,"13,937",5,,,
E01003023,Lambeth 021C,E09000022,Lambeth,"14,996",5,,,
E01003024,Lambeth 021D,E09000022,Lambeth,"7,290",3,,,
E01003025,Lambeth 021E,E09000022,Lambeth,"12,965",4,,,
E01003026,Lambeth 019A,E09000022,Lambeth,"16,610",6,,,
E01003027,Lambeth 019B,E09000022,Lambeth,"24,423",8,,,
E01003028,Lambeth 019C,E09000022,Lambeth,"14,540",5,,,
E01003029,Lambeth 017A,E09000022,Lambeth,"15,084",5,,,
E01003030,Lambeth 019D,E09000022,Lambeth,"17,315",6,,,
E01003031,Lambeth 023A,E09000022,Lambeth,"11,631",4,,,
E01003032,Lambeth 017B,E09000022,Lambeth,"7,269",3,,,
E01003033,Lambeth 019E,E09000022,Lambeth,"19,006",6,,,
E01003034,Lambeth 012A,E09000022,Lambeth,"15,690",5,,,
E01003035,Lambeth 012B,E09000022,Lambeth,"10,802",4,,,
E01003036,Lambeth 012C,E09000022,Lambeth,"11,220",4,,,
E01003037,Lambeth 013A,E09000022,Lambeth,"4,779",2,,,
E01003038,Lambeth 013B,E09000022,Lambeth,"18,982",6,,,
E01003039,Lambeth 013C,E09000022,Lambeth,"23,724",8,,,
E01003040,Lambeth 013D,E09000022,Lambeth,"13,326",5,,,
E01003041,Lambeth 017C,E09000022,Lambeth,"6,008",2,,,
E01003042,Lambeth 013E,E09000022,Lambeth,"10,188",4,,,
E01003043,Lambeth 018A,E09000022,Lambeth,"11,557",4,,,
E01003044,Lambeth 018B,E09000022,Lambeth,"3,464",2,,,
E01003045,Lambeth 011A,E09000022,Lambeth,"4,629",2,,,
E01003046,Lambeth 009A,E09000022,Lambeth,"6,296",2,,,
E01003047,Lambeth 011B,E09000022,Lambeth,"4,378",2,,,
E01003048,Lambeth 009B,E09000022,Lambeth,"4,904",2,,,
E01003049,Lambeth 011C,E09000022,Lambeth,"4,341",2,,,
E01003050,Lambeth 016B,E09000022,Lambeth,"9,105",3,,,
E01003051,Lambeth 018C,E09000022,Lambeth,"5,442",2,,,
E01003052,Lambeth 016C,E09000022,Lambeth,"4,060",2,,,
E01003053,Lambeth 015B,E09000022,Lambeth,"11,901",4,,,
